query,actual_destination,dspy_prediction,dspy_correct,dspy_response_time,zeroshot_prediction,zeroshot_correct,zeroshot_response_time,both_correct,both_wrong,dspy_better,zeroshot_better
"Reverse geocode 48.8584° N, 2.2945° E.",search_google_maps,search_google_maps,True,0.7348060607910156,search_google_maps,True,0.6175119876861572,True,False,False,False
I need assistance with the problem.,unknown,unknown,True,0.8375539779663086,unknown,True,0.5946857929229736,True,False,False,False
Write a love letter from an electron to a proton.,general_ai_response,general_ai_response,True,0.924130916595459,general_ai_response,True,0.7138891220092773,True,False,False,False
Draft an email to ask for a LinkedIn connection with a personalized message.,email_assistant,email_assistant,True,0.8066020011901855,email_assistant,True,0.6009838581085205,True,False,False,False
What are the main causes of climate change?,general_ai_response,general_ai_response,True,0.843264102935791,general_ai_response,True,2.378734827041626,True,False,False,False
What if cats were the dominant species on Earth?,general_ai_response,general_ai_response,True,1.0550768375396729,general_ai_response,True,0.5308003425598145,True,False,False,False
Help me write an email to inquire about partnership opportunities.,email_assistant,email_assistant,True,1.2616090774536133,email_assistant,True,0.7149951457977295,True,False,False,False
Create a new private repository named 'project-ares' in 'my-org' with a README.,search_github,search_github,True,1.377234935760498,search_github,True,0.4891049861907959,True,False,False,False
Find my question about 'GitHub user search for 'data_expert''.,search_knowledge_base,search_github,False,0.7108891010284424,search_github,False,0.7790300846099854,False,True,False,False
What if humans could communicate with plants by singing to them?,general_ai_response,general_ai_response,True,0.7957837581634521,general_ai_response,True,0.337130069732666,True,False,False,False
Elevation at Pikes Peak summit.,search_google_maps,search_internet,False,1.0720131397247314,search_google_maps,True,0.5824639797210693,False,False,False,True
Current air quality in Los Angeles.,search_internet,search_internet,True,1.1980040073394775,search_internet,True,0.4397549629211426,True,False,False,False
"If you could get a Ph.D. in any fictional subject, what would it be?",general_ai_response,general_ai_response,True,1.3370590209960938,general_ai_response,True,0.5842969417572021,True,False,False,False
Give me five anachronisms in the movie 'Braveheart'.,general_ai_response,general_ai_response,True,1.054556131362915,general_ai_response,True,0.4991648197174072,True,False,False,False
What's the altitude of the Dead Sea shore?,search_google_maps,search_internet,False,0.9334592819213867,general_ai_response,False,0.564939022064209,False,True,False,False
Who am I authenticated as on GitHub?,search_github,search_github,True,0.7050418853759766,search_github,True,0.35344409942626953,True,False,False,False
Dismiss notification thread 'thread_abc123' by marking it as read.,search_github,unknown,False,0.627648115158081,unknown,False,0.4517860412597656,False,True,False,False
"Search for 'movie theaters' around 'Leicester Square, London'.",search_google_maps,search_google_maps,True,0.7766478061676025,search_google_maps,True,0.7806322574615479,True,False,False,False
What's the rating for 'Golden Gate Bridge'?,search_google_maps,search_google_maps,True,0.4229288101196289,search_google_maps,True,0.3459799289703369,True,False,False,False
Directions to 'Grand Canyon South Rim' from 'Las Vegas'.,search_google_maps,search_google_maps,True,0.6724658012390137,search_google_maps,True,0.33472204208374023,True,False,False,False
Memo: The churn rate is lowest among customers who have been with us for more than two years.,search_sqlite,unknown,False,0.6939318180084229,search_knowledge_base,False,0.7811281681060791,False,True,False,False
List products that are currently out of stock.,search_sqlite,search_sqlite,True,0.6655800342559814,search_sqlite,True,0.5925841331481934,True,False,False,False
How would the world be different if water had memory?,general_ai_response,general_ai_response,True,1.058704137802124,general_ai_response,True,0.8171310424804688,True,False,False,False
Did I recently query the 'Customers' table in our SQLite database?,search_knowledge_base,search_knowledge_base,True,0.7227821350097656,search_sqlite,False,0.6963458061218262,False,False,True,False
What if the Roman Empire never fell?,general_ai_response,general_ai_response,True,0.7580418586730957,general_ai_response,True,0.5883750915527344,True,False,False,False
Find my previous requests to the internet search MCP about 'latest AI research'.,search_knowledge_base,search_knowledge_base,True,1.1747241020202637,unknown,False,0.5168523788452148,False,False,True,False
What's my current GitHub username and email?,search_github,unknown,False,0.8600499629974365,unknown,False,0.4407768249511719,False,True,False,False
Explain the rules of chess to someone who has never played.,general_ai_response,general_ai_response,True,0.5958316326141357,general_ai_response,True,0.5572412014007568,True,False,False,False
What was the SQL query when I was looking for 'top 5 selling products'?,search_knowledge_base,search_sqlite,False,0.6525650024414062,search_sqlite,False,0.33239078521728516,False,True,False,False
What about that?,unknown,unknown,True,0.6063013076782227,unknown,True,0.45566391944885254,True,False,False,False
"Define a table called 'Tasks' having fields: TaskID, ProjectID, Description, DueDate, Status.",search_sqlite,search_sqlite,True,3.353498935699463,search_sqlite,True,0.4204559326171875,True,False,False,False
"Update 'README.md' in 'my-org/my-tool' branch 'docs-update', message 'Improve installation instructions', new content here.",search_github,search_github,True,0.8258428573608398,search_github,True,0.812129020690918,True,False,False,False
"If the days of the week had personalities, what would Wednesday be like?",general_ai_response,general_ai_response,True,12.021764039993286,general_ai_response,True,0.7091689109802246,True,False,False,False
"If music could be tasted, what would your favorite genre taste like?",general_ai_response,general_ai_response,True,8.647547245025635,general_ai_response,True,0.9623618125915527,True,False,False,False
What's the total count of documents in my 'MapsUsage' collection?,search_knowledge_base,search_sqlite,False,3.027244806289673,search_knowledge_base,True,0.656073808670044,False,False,False,True
Get products where the stock quantity is below 20 units.,search_sqlite,search_sqlite,True,0.9178659915924072,search_sqlite,True,0.7293713092803955,True,False,False,False
What were the details of my request to create a GitHub repository named 'MyTestProject'?,search_knowledge_base,search_github,False,1.2440850734710693,search_github,False,0.5159022808074951,False,True,False,False
Did I ask about 'deleting documents from a Chroma collection' before?,search_knowledge_base,search_knowledge_base,True,1.0075578689575195,search_knowledge_base,True,0.4723072052001953,True,False,False,False
"If emotions were a form of weather, what would 'anticipation' be like?",general_ai_response,general_ai_response,True,0.8232359886169434,general_ai_response,True,0.7599141597747803,True,False,False,False
Update the email address for customer ID 303 to 'new.email@example.com'.,search_sqlite,search_sqlite,True,0.8876307010650635,search_sqlite,True,0.6575610637664795,True,False,False,False
"Show me all merged pull requests for 'my-org/data-services' from the last week, 10 per page.",search_github,search_github,True,1.2557520866394043,search_github,True,0.580327033996582,True,False,False,False
Mark PR #40 in 'my-org/onboarding-flow' as ready for review.,search_github,search_github,True,0.8074369430541992,search_github,True,0.9621589183807373,True,False,False,False
Update issue 'PROJ-456': set priority to 'High' and add label 'critical'.,search_atlassian,search_atlassian,True,0.8972229957580566,search_atlassian,True,0.5536539554595947,True,False,False,False
Give me some guidance.,unknown,unknown,True,1.0296268463134766,unknown,True,0.5295109748840332,True,False,False,False
What if all graffiti was sentient and could comment on passersby?,general_ai_response,general_ai_response,True,0.9586770534515381,general_ai_response,True,0.5208299160003662,True,False,False,False
"If the planets in our solar system had a group chat, what would they talk about?",general_ai_response,general_ai_response,True,0.6522750854492188,general_ai_response,True,0.6405739784240723,True,False,False,False
"What is the address for 37.7749° N, 122.4194° W?",search_google_maps,search_google_maps,True,1.2740857601165771,search_google_maps,True,0.4053361415863037,True,False,False,False
How do solar panels work?,search_internet,general_ai_response,False,0.003412961959838867,general_ai_response,False,0.3706190586090088,False,True,False,False
What are the potential benefits and risks of asteroid mining?,general_ai_response,general_ai_response,True,0.6793537139892578,general_ai_response,True,0.3056318759918213,True,False,False,False
Are air fryers worth it?,search_internet,general_ai_response,False,2.1556239128112793,general_ai_response,False,0.4910130500793457,False,True,False,False
"Write an email to a client who has overdue payments, gently reminding them.",email_assistant,email_assistant,True,0.7228972911834717,email_assistant,True,0.3600809574127197,True,False,False,False
Write a script for a puppet show about quantum entanglement.,general_ai_response,general_ai_response,True,0.8496799468994141,general_ai_response,True,0.8638992309570312,True,False,False,False
"Request changes on PR #58 in 'my-org/new-module', body: 'Needs more test coverage for edge cases.'",search_github,search_github,True,1.0035209655761719,search_github,True,0.720350980758667,True,False,False,False
List all issues in the 'QAServer' project.,search_atlassian,search_atlassian,True,1.0022671222686768,search_atlassian,True,0.7249720096588135,True,False,False,False
Write a news article about the first successful teleportation of a pizza.,general_ai_response,general_ai_response,True,0.9096460342407227,general_ai_response,True,0.5655179023742676,True,False,False,False
What are the child pages of 'System Architecture Overview' in Confluence?,search_atlassian,search_atlassian,True,0.7761852741241455,search_atlassian,True,0.6102199554443359,True,False,False,False
What's the plan?,unknown,unknown,True,0.7869269847869873,unknown,True,0.5449750423431396,True,False,False,False
"If you could add an extra hour to your day, but it had to be spent doing something completely useless, what would you do?",general_ai_response,general_ai_response,True,0.6293890476226807,general_ai_response,True,0.6569762229919434,True,False,False,False
Write a monologue from the perspective of the last payphone on Earth.,general_ai_response,general_ai_response,True,1.6287767887115479,general_ai_response,True,0.6738438606262207,True,False,False,False
Help me write an email to a conference organizer about speaking opportunities.,email_assistant,email_assistant,True,0.6813421249389648,email_assistant,True,0.30788087844848633,True,False,False,False
What if our inner monologues were narrated by famous voice actors?,general_ai_response,general_ai_response,True,0.7671480178833008,general_ai_response,True,0.3467237949371338,True,False,False,False
I need to send an email to confirm a reservation.,email_assistant,email_assistant,True,0.7710151672363281,email_assistant,True,0.6373987197875977,True,False,False,False
Show me the comments on issue #55 in 'my-org/frontend-app'.,search_github,search_github,True,1.2193982601165771,search_github,True,1.161633014678955,True,False,False,False
Update the title of PR #90 in 'my-org/scripting-tools' to 'Feat: Add new utility script for CSV parsing'.,search_github,search_github,True,0.6985321044921875,search_github,True,1.3506062030792236,True,False,False,False
Add a worklog of 4h to 'RESEARCH-600' for 'Initial investigation'.,search_atlassian,search_atlassian,True,1.0443310737609863,search_atlassian,True,0.7381980419158936,True,False,False,False
I need to compose an email to thank a speaker for their presentation.,email_assistant,email_assistant,True,0.8507788181304932,email_assistant,True,0.7356839179992676,True,False,False,False
Write a list of rules for a society of sentient garden gnomes.,general_ai_response,general_ai_response,True,0.5983419418334961,general_ai_response,True,0.5204641819000244,True,False,False,False
Compose an email to express condolences.,email_assistant,email_assistant,True,0.8264591693878174,email_assistant,True,0.6071348190307617,True,False,False,False
How far is it to walk from 'my hotel' to 'the beach' and to 'the main street'?,search_google_maps,search_google_maps,True,1.1017439365386963,search_google_maps,True,0.5292448997497559,True,False,False,False
Describe an emotion that doesn't currently have a name in English.,general_ai_response,general_ai_response,True,0.9879879951477051,general_ai_response,True,0.7233672142028809,True,False,False,False
Give me a route from 'LAX' to 'Santa Monica Pier'.,search_google_maps,search_google_maps,True,1.2314441204071045,search_google_maps,True,0.6623191833496094,True,False,False,False
"If you could design a new educational system, what would it look like?",general_ai_response,general_ai_response,True,1.405987024307251,general_ai_response,True,0.6451807022094727,True,False,False,False
What's the price of a Tesla Model Y?,search_internet,search_internet,True,0.8464980125427246,search_internet,True,0.5318319797515869,True,False,False,False
What about this data?,unknown,unknown,True,3.7322471141815186,unknown,True,0.7745547294616699,True,False,False,False
How to write a resume?,search_internet,general_ai_response,False,0.9449129104614258,general_ai_response,False,0.4113430976867676,False,True,False,False
List the active and future sprints for the 'Data Science Team' board.,search_atlassian,search_atlassian,True,1.0205929279327393,search_atlassian,True,0.30617499351501465,True,False,False,False
How long would it take to drive from 'London' to 'Paris' and also from 'London' to 'Brussels'?,search_google_maps,search_google_maps,True,0.6747889518737793,search_google_maps,True,0.6949787139892578,True,False,False,False
What if laughter was a form of currency?,general_ai_response,general_ai_response,True,0.8140549659729004,general_ai_response,True,0.586143970489502,True,False,False,False
Update me.,unknown,unknown,True,1.0674700736999512,unknown,True,0.3041090965270996,True,False,False,False
Write a modern version of a classic fairy tale.,general_ai_response,general_ai_response,True,0.6688618659973145,general_ai_response,True,0.2542431354522705,True,False,False,False
What are the possible next steps for issue 'FEATURE-200'?,search_atlassian,search_atlassian,True,0.685513973236084,search_atlassian,True,1.4274611473083496,True,False,False,False
Draft an email to decline an invitation to a social event.,email_assistant,email_assistant,True,0.7843778133392334,email_assistant,True,0.6531860828399658,True,False,False,False
What's the latest version of the 'CustomerPortal' project?,search_atlassian,search_atlassian,True,0.7172050476074219,search_github,False,0.6273300647735596,False,False,True,False
Make it work.,unknown,unknown,True,0.6910316944122314,unknown,True,0.3938021659851074,True,False,False,False
I need to compose an email to update stakeholders on project status.,email_assistant,email_assistant,True,0.7593400478363037,email_assistant,True,0.5546131134033203,True,False,False,False
Write a dramatic monologue from the perspective of a forgotten houseplant.,general_ai_response,general_ai_response,True,0.7309799194335938,general_ai_response,True,0.6115353107452393,True,False,False,False
What fields are in the 'Invoices' table?,search_sqlite,search_sqlite,True,0.7331089973449707,search_sqlite,True,0.2619509696960449,True,False,False,False
Design a new global currency based on acts of kindness.,general_ai_response,general_ai_response,True,0.7283682823181152,general_ai_response,True,1.4077517986297607,True,False,False,False
Write an email to ask for a sponsorship for a charity event.,email_assistant,email_assistant,True,0.6304850578308105,email_assistant,True,0.5907189846038818,True,False,False,False
"What if stars were actually holes in the fabric of night, showing the light from another dimension?",general_ai_response,general_ai_response,True,0.7494320869445801,general_ai_response,True,0.659174919128418,True,False,False,False
Draft an email to share a press release with media contacts.,email_assistant,email_assistant,True,0.6831619739532471,email_assistant,True,0.5095939636230469,True,False,False,False
Organize this.,unknown,unknown,True,0.7325050830841064,unknown,True,0.6063849925994873,True,False,False,False
Fun facts about dolphins.,search_internet,general_ai_response,False,1.338320016860962,general_ai_response,False,0.6846730709075928,False,True,False,False
"Display products sorted by their price, from highest to lowest.",search_sqlite,search_sqlite,True,1.1985797882080078,search_sqlite,True,0.3285040855407715,True,False,False,False
Write an owner's manual for a human being.,general_ai_response,general_ai_response,True,0.8371410369873047,general_ai_response,True,0.5823879241943359,True,False,False,False
Make a branch 'hotfix/ui-glitch' in 'my-org/customer-portal' based on the 'main' branch's latest commit.,search_github,search_github,True,0.697429895401001,search_github,True,0.44368624687194824,True,False,False,False
Calculate the average order value.,search_sqlite,search_sqlite,True,0.7960000038146973,general_ai_response,False,0.40944504737854004,False,False,True,False
Change the department of employee ID 10 to 'Marketing'.,search_sqlite,search_sqlite,True,0.7509610652923584,search_sqlite,True,0.3308260440826416,True,False,False,False
Can you fetch my GitHub profile info?,search_github,search_github,True,0.8299980163574219,search_github,True,0.31494617462158203,True,False,False,False
Show me my conversation history regarding 'database migration planning'.,search_knowledge_base,search_knowledge_base,True,0.9555530548095703,search_knowledge_base,True,0.34917688369750977,True,False,False,False
Which employees are in the 'Sales' department?,search_sqlite,search_sqlite,True,0.7077953815460205,search_sqlite,True,0.5592730045318604,True,False,False,False
Write a compelling argument for why sand is actually tiny rocks.,general_ai_response,general_ai_response,True,0.7136321067810059,general_ai_response,True,0.27147698402404785,True,False,False,False
"If you could invent a new holiday, what would it celebrate?",general_ai_response,general_ai_response,True,0.6419529914855957,general_ai_response,True,1.0065569877624512,True,False,False,False
This isn't right.,unknown,unknown,True,0.676245927810669,unknown,True,0.5316190719604492,True,False,False,False
Did I request 'walking directions' to a place called 'Central Perk'?,search_knowledge_base,search_google_maps,False,0.618574857711792,search_google_maps,False,1.0375392436981201,False,True,False,False
Find Jira issues with the label 'needs-documentation' and check if a Confluence page is linked.,search_atlassian,search_atlassian,True,0.8181338310241699,search_atlassian,True,0.5089190006256104,True,False,False,False
Help me brainstorm ideas for a presentation on renewable energy.,general_ai_response,general_ai_response,True,0.6889228820800781,general_ai_response,True,0.5609140396118164,True,False,False,False
Compose a symphony that represents the entirety of human history.,general_ai_response,general_ai_response,True,0.6457648277282715,unknown,False,0.582456111907959,False,False,True,False
Are there any Jira tasks due this week for the 'UX Team'?,search_atlassian,search_atlassian,True,0.8279101848602295,search_atlassian,True,0.44191789627075195,True,False,False,False
Write a script for a nature documentary about the common house dust bunny.,general_ai_response,general_ai_response,True,0.9691867828369141,general_ai_response,True,0.4916388988494873,True,False,False,False
"Write a recipe for disaster (literally, what ingredients make things go wrong?).",general_ai_response,general_ai_response,True,0.634606122970581,general_ai_response,True,0.6467599868774414,True,False,False,False
Tell me a secret about the universe (can be fictional).,general_ai_response,general_ai_response,True,0.6620111465454102,general_ai_response,True,0.3751060962677002,True,False,False,False
Expand on that.,unknown,unknown,True,0.7333731651306152,unknown,True,0.5066642761230469,True,False,False,False
Create a workout plan for a beginner.,general_ai_response,general_ai_response,True,0.759876012802124,general_ai_response,True,0.7782251834869385,True,False,False,False
Help me write an email to a government official.,email_assistant,email_assistant,True,0.6876130104064941,email_assistant,True,0.5440030097961426,True,False,False,False
What is the total revenue for Q1?,search_sqlite,unknown,False,0.9245777130126953,unknown,False,0.4545412063598633,False,True,False,False
Good sources of vitamin D.,search_internet,general_ai_response,False,0.9595949649810791,general_ai_response,False,0.46219921112060547,False,True,False,False
Comment on 'FEATURE-303' that 'This looks good to merge'.,search_atlassian,search_atlassian,True,1.3093969821929932,search_atlassian,True,0.7001140117645264,True,False,False,False
Fetch the approval status for pull request 99 in 'my-org/config-files'.,search_github,search_github,True,0.8611950874328613,search_github,True,0.3952980041503906,True,False,False,False
Update employee 'Eve Adams' salary to 75000.,search_sqlite,search_sqlite,True,0.8870000839233398,search_sqlite,True,0.4616990089416504,True,False,False,False
Create a 'relates to' link between 'DOC-50' and 'CODE-75'.,search_atlassian,search_atlassian,True,0.6290309429168701,search_atlassian,True,0.5787789821624756,True,False,False,False
"Record a new order for customer ID 101, product ID 202, quantity 2.",search_sqlite,search_sqlite,True,0.9060680866241455,search_sqlite,True,0.5432422161102295,True,False,False,False
Change the description for 'TASK-222' to 'Updated requirements as per meeting'.,search_atlassian,search_atlassian,True,0.6539130210876465,search_atlassian,True,0.3699193000793457,True,False,False,False
Develop a new form of government based on algorithms.,general_ai_response,general_ai_response,True,0.9243159294128418,general_ai_response,True,0.6062099933624268,True,False,False,False
Generate a list of names for a pet rock.,general_ai_response,general_ai_response,True,0.7483410835266113,general_ai_response,True,1.9975581169128418,True,False,False,False
Travel advisories for Mexico.,search_internet,search_internet,True,0.6911990642547607,search_internet,True,0.661888837814331,True,False,False,False
What is the capital of Australia?,search_internet,search_internet,True,0.6854419708251953,general_ai_response,False,0.7543609142303467,False,False,True,False
Note for the team: There's a strong correlation between website traffic from social media and new sign-ups.,search_sqlite,email_assistant,False,0.8210439682006836,unknown,False,0.30369997024536133,False,True,False,False
Write a children's story about a cloud who is afraid of heights.,general_ai_response,general_ai_response,True,1.238476037979126,general_ai_response,True,0.604241132736206,True,False,False,False
Remind me about the Jira search I performed for 'issues labeled critical in project Alpha'.,search_knowledge_base,search_atlassian,False,0.8211071491241455,search_atlassian,False,0.37196993827819824,False,True,False,False
I have a question.,unknown,unknown,True,0.9635238647460938,unknown,True,0.6096792221069336,True,False,False,False
How would language evolve if we communicated primarily through emojis?,general_ai_response,general_ai_response,True,0.7923612594604492,general_ai_response,True,0.4041590690612793,True,False,False,False
Find a solution.,unknown,unknown,True,0.6487541198730469,unknown,True,1.7440879344940186,True,False,False,False
Get details for place ID 'ChIJN1t_tDeuEmsRUsoyG83frY4'.,search_google_maps,search_google_maps,True,1.9840457439422607,search_google_maps,True,0.5678451061248779,True,False,False,False
Look up a GitHub user named 'jane-doe-dev'.,search_github,search_github,True,8.400958061218262,search_github,True,0.6165239810943604,True,False,False,False
Biography of Marie Curie.,search_internet,search_internet,True,1.2712650299072266,search_internet,True,0.771237850189209,True,False,False,False
Move issue 'DEV-111' to 'In Progress'.,search_atlassian,search_atlassian,True,0.8217921257019043,search_atlassian,True,0.5085749626159668,True,False,False,False
What if all conspiracy theories were suddenly proven true for 24 hours?,general_ai_response,general_ai_response,True,0.8374829292297363,general_ai_response,True,0.47765183448791504,True,False,False,False
Did I ever ask about commit SH324GH in GitHub?,search_knowledge_base,search_github,False,1.328989028930664,search_github,False,0.258742094039917,False,True,False,False
What fields can I use to search for issues in Jira?,search_atlassian,search_atlassian,True,1.299644947052002,search_atlassian,True,0.7117960453033447,True,False,False,False
Remind me about the SQL query I ran to find 'customers from London'.,search_knowledge_base,search_sqlite,False,0.5502259731292725,search_sqlite,False,0.8085870742797852,False,True,False,False
Compose an email to congratulate someone on a new book release.,email_assistant,email_assistant,True,1.0000591278076172,email_assistant,True,0.7505979537963867,True,False,False,False
"How is artificial intelligence portrayed in science fiction, and how does it compare to reality?",general_ai_response,general_ai_response,True,0.7837293148040771,general_ai_response,True,0.8976876735687256,True,False,False,False
Transit directions to 'Yankee Stadium' for a game tonight.,search_google_maps,search_google_maps,True,0.8617150783538818,search_google_maps,True,0.5967428684234619,True,False,False,False
"If you could rewrite the ending of any famous movie, which one and how?",general_ai_response,general_ai_response,True,1.0989391803741455,general_ai_response,True,0.6467640399932861,True,False,False,False
What context did I provide when I searched for 'machine learning repositories' on GitHub?,search_knowledge_base,search_github,False,0.7459399700164795,search_github,False,0.8967580795288086,False,True,False,False
What tables exist in this database?,search_sqlite,search_sqlite,True,0.809391975402832,search_sqlite,True,0.3627488613128662,True,False,False,False
I need to compose an email to confirm attendance at an event.,email_assistant,email_assistant,True,0.653447151184082,email_assistant,True,0.6019039154052734,True,False,False,False
Best way to learn Python programming?,search_internet,general_ai_response,False,1.01234769821167,general_ai_response,False,0.4057729244232178,False,True,False,False
"If dreams were movies, who would be the highest-grossing director in your dreamscape?",general_ai_response,general_ai_response,True,0.6921021938323975,unknown,False,0.5703299045562744,False,False,True,False
How do optical illusions trick our brains?,general_ai_response,general_ai_response,True,1.0294511318206787,general_ai_response,True,0.31262683868408203,True,False,False,False
Tell me a completely new fairytale.,general_ai_response,general_ai_response,True,0.7112991809844971,general_ai_response,True,0.4058349132537842,True,False,False,False
"If every book had a soundtrack, what would be the main theme for 'Moby Dick'?",general_ai_response,general_ai_response,True,0.7204558849334717,general_ai_response,True,0.7115511894226074,True,False,False,False
Who discovered penicillin?,search_internet,general_ai_response,False,0.852471113204956,general_ai_response,False,0.8900570869445801,False,True,False,False
Describe an alien sport that would be impossible for humans to play.,general_ai_response,general_ai_response,True,0.7304530143737793,general_ai_response,True,0.3939850330352783,True,False,False,False
What if our dreams are just advertisements from other dimensions?,general_ai_response,general_ai_response,True,0.6963798999786377,unknown,False,0.3785841464996338,False,False,True,False
I need information.,unknown,unknown,True,0.9782509803771973,unknown,True,0.6822588443756104,True,False,False,False
What is the elevation at the summit of Mount Kilimanjaro?,search_google_maps,search_internet,False,0.8073439598083496,general_ai_response,False,0.4509611129760742,False,True,False,False
What are the reviews on PR #70 in 'my-org/security-patches'?,search_github,search_github,True,1.0275650024414062,search_github,True,0.4062221050262451,True,False,False,False
What if memories had a scent?,general_ai_response,general_ai_response,True,1.0131371021270752,general_ai_response,True,0.42060208320617676,True,False,False,False
"Provide a distance matrix for origins 'SFO Airport', 'Oakland Airport' and destinations 'Downtown SF', 'Palo Alto' using transit.",search_google_maps,search_google_maps,True,0.7194337844848633,search_google_maps,True,0.7153186798095703,True,False,False,False
"If dreams had their own stock market, what would be the most volatile 'dream commodity'?",general_ai_response,general_ai_response,True,0.8208119869232178,general_ai_response,True,0.9185051918029785,True,False,False,False
Remind me.,unknown,unknown,True,0.8215541839599609,unknown,True,0.6128733158111572,True,False,False,False
Write a detective story where the detective is a sentient houseplant.,general_ai_response,general_ai_response,True,0.9227018356323242,general_ai_response,True,0.6115109920501709,True,False,False,False
Show me the opening hours for 'The Metropolitan Museum of Art'.,search_google_maps,search_google_maps,True,0.6637649536132812,search_google_maps,True,0.565622091293335,True,False,False,False
Log a bug for 'my-org/api' with the title 'Null pointer exception on /users endpoint' and assign it to 'dev-lead'.,search_github,search_atlassian,False,1.1287908554077148,search_atlassian,False,1.0214929580688477,False,True,False,False
"Find coordinates for 'The Great Wall of China, Mutianyu section'.",search_google_maps,search_google_maps,True,0.8248188495635986,search_google_maps,True,0.5347089767456055,True,False,False,False
"What if silence actually made a distinct sound, but most people have tuned it out?",general_ai_response,general_ai_response,True,0.9970691204071045,general_ai_response,True,1.3264350891113281,True,False,False,False
What if time was a tangible currency you could spend or save?,general_ai_response,general_ai_response,True,0.9596672058105469,general_ai_response,True,1.0162529945373535,True,False,False,False
Imagine an algorithm that can predict your next thought. Would you want to know it?,general_ai_response,general_ai_response,True,0.9410808086395264,general_ai_response,True,0.4110381603240967,True,False,False,False
